Facility_Name,Ministry_Market,Ministry,Address_1,Address_2,City,State,Zip_Code,Phone_Number,County,Facility_Type,Business_Entity,Facility_Status
Ascension Medical Group Neeran Bajouka Internal Medicine,Ascension Michigan,MIDET,30055 NORTHWESTERN HIGHWAY,NULL,FARMINGTON HILLS,MI,48334,248-865-3740,OAKLAND,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Providence Hospital at Northwestern Highway,Ascension Michigan,MIDET,30055 NORTHWESTERN HIGHWAY,NULL,FARMINGTON HILLS,MI,48334,248-865-4000,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Providence Hospital Health Center at Northwestern - Mammography,Ascension Michigan,MIDET,30055 NORTHWESTERN HIGHWAY,NULL,FARMINGTON HILLS,MI,48334,248-865-4011,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group Providence Senior Services,Ascension Michigan,MIDET,30055 NORTHWESTERN HIGHWAY,NULL,FARMINGTON HILLS,MI,48334,248-865-3745,NULL,Outpatient Clinic,NULL,ACTIVE
"Birmingham Integrowth Orthopedics, Farmington Hills",Ascension Michigan,MIDET,30055 NORTHWESTERN HIGHWAY,NULL,FARMINGTON HILLS,MI,48334,313-884-5522,NULL,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Heart - Saint Thomas Midtown Hospital,Ascension Tennessee,TNNAS,301 21ST AVENUE NORTH,SUITE 100,NASHVILLE,TN,37203,615-329-5144,DAVIDSON,Outpatient Clinic,Ascension Enterprise,ACTIVE
Saint Thomas Outpatient Cardiac Imaging - Saint Thomas Midtown Hospital,Ascension Tennessee,TNNAS,301 21ST AVENUE NORTH,SUITE 100,NASHVILLE,TN,37203,615-284-6201,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Seton Mind Institute - University Medical Center Brackenridge,Ascension Texas,TXAUS,301 EAST 15TH STREET,NULL,AUSTIN,TX,78701,512-324-8933,NULL,Outpatient Clinic,NULL,ACTIVE
Peyton Manning Children's Hospital at Ascension St. Vincent - Indianapolis Developmental Pediatrics,NULL,ININD,301 EAST CARMEL DRIVE,SUITE H400,CARMEL,IN,46032,317-582-8290,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Peyton Manning Children's Hospital - Jennings Pediatric Heart Care,NULL,ININD,301 HENRY STREET,NULL,NORTH VERNON,IN,47265,812-352-4300,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group - St. Vincent - Jennings Heart Care,NULL,ININD,301 HENRY STREET,NULL,NORTH VERNON,IN,47265,812-352-2401,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Jennings Pediatrics,NULL,ININD,301 HENRY STREET,NULL,NORTH VERNON,IN,47265,812-352-4300,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Jennings Primary Care,NULL,ININD,301 HENRY STREET,NULL,NORTH VERNON,IN,47265,812-352-4300,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Jennings Family Care,NULL,ININD,301 HENRY STREET,NULL,NORTH VERNON,IN,47265,812-352-4300,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Jennings Immediate Care Center,NULL,ININD,301 HENRY STREET,NULL,NORTH VERNON,IN,47265,812-352-4300,NULL,Outpatient Clinic,NULL,ACTIVE
Seton Spine & Scoliosis Center - Ascension Seton Williamson,Ascension Texas,TXAUS,301 SETON PARKWAY,SUITE 402,ROUND ROCK,TX,78665,512-324-3580,WILLIAMSON,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Heart - Paris - Tyson Avenue,Ascension Tennessee,TNNAS,301 TYSON AVENUE,NULL,PARIS,TN,38242,800-345-5016,HENRY,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group Great Lakes OB/Gyn,Ascension Michigan,MIDET,30117 SCHOENHERR ROAD,SUITE 400,WARREN,MI,48088,586-558-4848,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Borgess Hospital Spine,Ascension Michigan,MIKAL,3025 GULL ROAD,SUITE 1,KALAMAZOO,MI,49048,269-552-2225,KALAMAZOO,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Borgess Health and Fitness Center,Ascension Michigan,MIKAL,3025 GULL ROAD,SUITE 2,KALAMAZOO,MI,49048,269-552-2348,KALAMAZOO,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Borgess Hospital Physical Therapy at Gull Road,Ascension Michigan,MIKAL,3025 GULL ROAD,NULL,KALAMAZOO,MI,49048,269-226-7000,KALAMAZOO,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Borgess Hospital Cardiac and Pulmonary Rehabilitation at Gull,Ascension Michigan,MIKAL,3025 GULL ROAD,NULL,KALAMAZOO,MI,49048,269-552-2200,KALAMAZOO,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Borgess Hospital Athletic Performance Program,Ascension Michigan,MIKAL,3025 GULL ROAD,NULL,KALAMAZOO,MI,49048,269-552-2348,KALAMAZOO,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Borgess Integrative Medicine,Ascension Michigan,MIKAL,3025 GULL ROAD,NULL,KALAMAZOO,MI,49048,269-552-2282,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Borgess Health Park,Ascension Michigan,MIKAL,3035 CAPITAL AVENUE SOUTHWEST,SUITE 1,BATTLE CREEK,MI,49015,269-565-9100,CALHOUN,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Borgess Hospital Pulmonary & Sleep Medicine at Capital,Ascension Michigan,MIKAL,3035 CAPITAL AVENUE SOUTHWEST,SUITE 106,BATTLE CREEK,MI,49015,269-345-1161,CALHOUN,Outpatient Clinic,Ascension Enterprise,ACTIVE
"Ascension Medical Group at North 117th Street, OB/GYN",Ascension Wisconsin,WIGLE,3040 N 117TH ST,STE 200,WAUWATOSA,WI,53222,414-778-0070,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at North 117th Street, Surgery",Ascension Wisconsin,WIGLE,3040 N 117TH ST,STE 200,WAUWATOSA,WI,53222,414-778-0070,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at N. 117th Street,NULL,WIGLE,3040 N. 117TH ST,STE 200,WAUWATOSA,WI,53222,414-778-0070,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Dedicated Doctors Bingham Farms,Ascension Michigan,MIDET,30400 TELEGRAPH ROAD,SUITE 350,BINGHAM FARMS,MI,48025,248-353-9460,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Pendleton Health Center,NULL,ININD,3041 WEST U.S. HIGHWAY 36,NULL,PENDLETON,IN,46064,765-778-0000,NULL,Outpatient Clinic,NULL,ACTIVE
St. Vincent's at Samford,Ascension Alabama,ALBIR,305 DAWSON DRIVE,SEIBERT HALL,BIRMINGHAM,AL,35229,205-967-7302,JEFFERSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
St. Vincent's Primary Care - BIMA-Birmingham Internal Medicine Associates,Ascension Alabama,ALBIR,3056 HEALTHY WAY,SUITES 100-108,BIRMINGHAM,AL,35243,205-948-2999,JEFFERSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Milwaukee at Bay View - Laboratory Services,NULL,WIMIL,3056 S. KINNICKINNIC AVENUE,NULL,MILWAUKEE,WI,53207,414-769-4900,MILWAUKEE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Columbia St. Mary's Milwaukee at Bay View - Pain Management,NULL,WIMIL,3056 S. KINNICKINNIC AVENUE,NULL,MILWAUKEE,WI,53207,414-769-4900,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Milwaukee at Bay View - Orthopedics,NULL,WIMIL,3056 S. KINNICKINNIC AVENUE,NULL,MILWAUKEE,WI,53207,414-769-4900,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Milwaukee at Bay View,NULL,WIMIL,3056 S. KINNICKINNIC AVENUE,NULL,MILWAUKEE,WI,53207,414-769-4900,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Milwaukee at Bay View - Family Medicine,NULL,WIMIL,3056 S. KINNICKINNIC AVENUE,NULL,MILWAUKEE,WI,53207,414-769-4900,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Milwaukee at Bay View - Sports Medicine and Sports Performance,NULL,WIMIL,3056 S. KINNICKINNIC AVENUE,NULL,MILWAUKEE,WI,53207,414-769-4900,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Milwaukee at Bay View - CardioVascular,NULL,WIMIL,3056 S. KINNICKINNIC AVENUE,NULL,MILWAUKEE,WI,53207,414-769-4900,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Columbia St. Mary's Milwaukee at Bay View - Post-Acute Care Services,NULL,WIMIL,3056 S. KINNICKINNIC AVENUE,NULL,MILWAUKEE,WI,53207,414-769-4900,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Lewiston Medical Center,NULL,IDLEW,307 SAINT JOHNS WAY,NULL,LEWISTON,ID,83501,208 743-3320,NEZ PERCE,Outpatient Clinic,NULL,RETIRED
Ascension Medical Group at St. Joseph Professional Office Building - Oncology,NULL,WIGLE,3070 N 51ST ST,NULL,MILWAUKEE,WI,53210,414-874-4870,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at St. Joseph Professional Office Building - Women's Health,NULL,WIGLE,3070 N 51ST ST,NULL,MILWAUKEE,WI,53210,414-874-4870,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at St. Joseph Professional Office Building - Behavioral Health,NULL,WIGLE,3070 N 51ST ST,NULL,MILWAUKEE,WI,53210,414-874-4870,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at St. Joseph Professional Office Building - General Surgery,NULL,WIGLE,3070 N 51ST ST,NULL,MILWAUKEE,WI,53210,414-874-4870,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at St. Joseph Professional Office Building - Medical & Surgical,NULL,WIGLE,3070 N 51ST ST,NULL,MILWAUKEE,WI,53210,414-874-4870,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at St. Joseph Professional Office Building - Cardiology,NULL,WIGLE,3070 N 51ST ST,NULL,MILWAUKEE,WI,53210,414-874-4870,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at St. Joseph Professional Office Building - Neurology,NULL,WIGLE,3070 N 51ST ST,NULL,MILWAUKEE,WI,53210,414-874-4870,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at St. Joseph Professional Office Building - Vascular Surgery,NULL,WIGLE,3070 N 51ST ST,NULL,MILWAUKEE,WI,53210,414-874-4870,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Greencastle Family Medicine,NULL,ININD,309 MEDIC WAY,NULL,GREENCASTLE,IN,46135,765-653-2626,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Carmel Family Practice,NULL,ININD,310 MEDICAL DRIVE,SUITE 101,CARMEL,IN,46032,317-415-6350,NULL,Outpatient Clinic,NULL,ACTIVE
Peyton Manning Children's Hospital - Central Carmel Pediatrics,NULL,ININD,310 MEDICAL DRIVE,SUITE 102,CARMEL,IN,46032,317-415-5960,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Mayfair Internal Medicine,Ascension Alabama,ALBIR,3106 INDEPENDENCE DR,NULL,BIRMINGHAM,AL,35209,NULL,JEFFERSON,Outpatient Clinic,Ascension Enterprise,ACTIVE
Saint Thomas Medical Partners - Clarksville at Landrum - Gynecologic Oncology,Ascension Tennessee,TNNAS,311 LANDRUM PLACE,SUITE 100,CLARKSVILLE,TN,37043,615-284-4646,MONTGOMERY,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Heart - Clarksville at Landrum,Ascension Tennessee,TNNAS,311 LANDRUM PLACE,SUITE 100,CLARKSVILLE,TN,37043,931-647-3797,MONTGOMERY,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Clarksville at Landrum,Ascension Tennessee,TNNAS,311 LANDRUM PLACE,SUITE 100,CLARKSVILLE,TN,37043,931-647-3797,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
University Physicians Group Downtown Austin OB/Gyn,Ascension Texas,TXAUS,313 EAST 12TH STREET,SUITE 100,AUSTIN,TX,78701,512-324-8670,NULL,Outpatient Clinic,NULL,ACTIVE
University Of Texas Physicians Group Downtown,Ascension Texas,TXAUS,313 EAST 12TH STREET,SUITE 100,AUSTIN,TX,78701,512-324-9650,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Kokomo Vascular Surgery,NULL,ININD,313 SOUTH BERKLEY ROAD,SUITE 120,KOKOMO,IN,46901,765-236-8750,NULL,Outpatient Clinic,NULL,ACTIVE
St. Vincent's Primary Care – Cahaba Heights,Ascension Alabama,ALBIR,3140 CAHABA HEIGHTS RD,NULL,VESTAVIA,AL,35243,205-967-7302,JEFFERSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Peru Cardiology,NULL,ININD,315 WEST OLD KEY DRIVE,SUITE 170,PERU,IN,46970,765-327-2166,NULL,Outpatient Clinic,NULL,ACTIVE
Internal Medicine Plus,Ascension Michigan,MIDET,31500 TELEGRAPH ROAD,SUITE 100,BINGHAM FARMS,MI,48025,248-220-1620,OAKLAND,Outpatient Clinic,Ascension Enterprise,ACTIVE
Newland Infusion Center Bingham Farms,Ascension Michigan,MIDET,31500 TELEGRAPH ROAD,SUITE 225,BINGHAM FARMS,MI,48025,248-552-0620,OAKLAND,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension St. John River District Women's Health,NULL,NULL,3170 GRATIOT AVENUE,NULL,MARYSVILLE,MI,48040,810-364-7277,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Providence Hospital West Oakland Internists,Ascension Michigan,MIDET,31700 VAN DYKE AVENUE,NULL,WARREN,MI,48093,586-276-8030,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Martin Luther King Jr. Senior High School,Ascension Michigan,MIDET,3200 EAST LAFAYETTE STREET,NULL,DETROIT,MI,48207,313-567-0534,WAYNE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group at St. Francis Euclid Building -Primary & Specialty Care,NULL,WIGLE,3201 S. 16TH ST.,STE 1000,MILWAUKEE,WI,53215,414-647-5000,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at St. Francis , Endocrinology",Ascension Wisconsin,WIGLE,3201 S. 16TH ST.,NULL,MILWAUKEE,WI,53215,414-647-5000,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
"Ascension Medical Group at St. Francis, Occupational Medicine",Ascension Wisconsin,WIGLE,3201 S. 16TH ST.,NULL,MILWAUKEE,WI,53215,414-647-5000,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension St. Vincent - Rush Memorial Heart Care,NULL,ININD,323 CONRAD HARCOURT WAY,NULL,RUSHVILLE,IN,46173,765-932-7536,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group at S. 16th Street,NULL,WIGLE,3238 SOUTH 16TH STREET,NULL,MILWAUKEE,WI,53215,414-389-3161,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at S. 16th Street - Family Medicine,NULL,WIGLE,3238 SOUTH 16TH STREET,NULL,MILWAUKEE,WI,53215,414-389-3161,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at S. 16th Street - Internal Medicine,NULL,WIGLE,3238 SOUTH 16TH STREET,NULL,MILWAUKEE,WI,53215,414-389-3161,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension St. Joseph Hospital Huron Shores Walk-In Clinic,Ascension Michigan,MITAW,325 MICHIGAN 55,NULL,TAWAS CITY,MI,48763,989-362-6426,IOSCO,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group at St. Francis Ohio Building - Internal Medicine,NULL,WIGLE,3267 S. 16TH ST,NULL,MILWAUKEE,WI,53215,414-389-2780,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at St. Francis Ohio Building - Women's Health,NULL,WIGLE,3267 S. 16TH ST,NULL,MILWAUKEE,WI,53215,414-389-2780,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at St. Francis Ohio Building - Behavioral Health,NULL,WIGLE,3267 S. 16TH ST,NULL,MILWAUKEE,WI,53215,414-389-2780,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at St. Francis Ohio Building,NULL,WIGLE,3267 S. 16TH ST,NULL,MILWAUKEE,WI,53215,414-389-2780,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at St. Francis Ohio Building - Obstetrics & Gynecology,NULL,WIGLE,3267 S. 16TH ST,NULL,MILWAUKEE,WI,53215,414-389-2780,MILWAUKEE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Stratford Wound Care Center,Ascension Connecticut,CTBRI,3272 MAIN ST,NULL,STRATFORD,CT,6614,203-380-3970,FAIRFIELD,Outpatient Clinic,Ascension Enterprise,ACTIVE
MSG - Stratford Medicine,Ascension Connecticut,CTBRI,3272 MAIN STREET,1ST FLOOR,STRATFORD,CT,6614,203-386-0366,FAIRFIELD,Outpatient Clinic,Ascension Medical Group,ACTIVE
MSG - Cardiology Physicians of Fairfield County - Stratford,Ascension Connecticut,CTBRI,3272 MAIN STREET,NULL,STRATFORD,CT,6614,203-380-3910,FAIRFIELD,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group - St. Vincent - Marion Heart Care,NULL,ININD,330 NORTH WABASH AVENUE,SUITE 110,MARION,IN,46952,765-664-1201,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension Medical Group - St. Vincent - Union City Family Medicine,NULL,ININD,330 WEST DEERFIELD ROAD,NULL,UNION CITY,IN,47390,765-964-6200,NULL,Outpatient Clinic,NULL,ACTIVE
Saint Thomas Medical Partners - Franklin,Ascension Tennessee,TNNAS,3301 ASPEN GROVE DRIVE,SUITE 100,FRANKLIN,TN,37067,615-814-7800,WILLIAMSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Franklin - Gastroenterology,Ascension Tennessee,TNNAS,3301 ASPEN GROVE DRIVE,SUITE 100,FRANKLIN,TN,37067,615-284-1400,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Franklin - Dietitian,Ascension Tennessee,TNNAS,3301 ASPEN GROVE DRIVE,SUITE 100,FRANKLIN,TN,37067,615-814-7800,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Franklin - Osteopathic Manipulative Therapy,Ascension Tennessee,TNNAS,3301 ASPEN GROVE DRIVE,SUITE 100,FRANKLIN,TN,37067,615-814-7800,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Franklin - Primary Care,Ascension Tennessee,TNNAS,3301 ASPEN GROVE DRIVE,SUITE 100,FRANKLIN,TN,37067,615-814-7800,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Franklin - Walk-In Care,Ascension Tennessee,TNNAS,3301 ASPEN GROVE DRIVE,SUITE 100,FRANKLIN,TN,37067,615-814-7800,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Franklin - Gynecologic Oncology,Ascension Tennessee,TNNAS,3301 ASPEN GROVE DRIVE,SUITE 101,FRANKLIN,TN,37067,615-284-4646,WILLIAMSON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Center for Sleep - Franklin,Ascension Tennessee,TNNAS,3301 ASPEN GROVE DRIVE,SUITE 107,FRANKLIN,TN,37067,615-284-7537,NULL,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Laboratory - Weston,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Nephrology - Weston,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Pulmonology - Weston,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Surgery - Surgery,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Wound Care - Weston,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Palliative Care - Weston,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Pediatrics - Weston,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group at Weston,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Cardiology  - Weston,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension AntiCoag - Weston,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension CardioVascular Surgery - Weston,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Gastroenterology - Weston,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Infectious Disease - Weston,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Oncology - Weston,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension OB GYN - Weston,NULL,WIAPP,3301 CRANBERRY BLVD,NULL,WESTON,WI,54476,715-393-3860,MARATHON,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Family Medicine - Stevens Point Stanley St,Ascension Wisconsin,WIAPP,3301 STANLEY ST,NULL,STEVENS POINT,WI,54481,715-341-7332,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Laboratory-Stanley Street,NULL,WIAPP,3301 STANLEY ST,NULL,STEVENS POINT,WI,54481,715-341-7332,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Rehabilitation at Oshkosh YMCA,Ascension Wisconsin,WIAPP,3303 W 20TH AVE,NULL,OSHKOSH,WI,54904,920-236-1850,WINNEBAGO,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Laboratory - Richmond,NULL,WIAPP,3329 N. RICHMOND STREET,NULL,APPLETON,WI,54914,920-380-2715,OUTAGAMIE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Radiology - Richmond,NULL,WIAPP,3329 N. RICHMOND STREET,NULL,APPLETON,WI,54914,920-380-2715,OUTAGAMIE,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Medical Group at Richmond Street,NULL,WIAPP,3329 N. RICHMOND STREET,NULL,APPLETON,WI,54914,920-380-2715,OUTAGAMIE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Family Medicine - Richmond St.,Ascension Wisconsin,WIAPP,3329 N. RICHMOND STREET,NULL,APPLETON,WI,54914,920-380-2715,OUTAGAMIE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Anticoag - Appleton Richmond,Ascension Wisconsin,WIAPP,3329 N. RICHMOND STREET,NULL,APPLETON,WI,54914,920-380-2715,OUTAGAMIE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Behavioral Health - Appleton Richmond FM,Ascension Wisconsin,WIAPP,3329 N. RICHMOND STREET,NULL,APPLETON,WI,54914,920-380-2715,OUTAGAMIE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Optometry - Appleton Richmond,Ascension Wisconsin,WIAPP,3329 N. RICHMOND STREET,NULL,APPLETON,WI,54914,920-380-2715,OUTAGAMIE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Urgent Care - Appleton Richmond,Ascension Wisconsin,WIAPP,3329 N. RICHMOND STREET,NULL,APPLETON,WI,54914,920-380-2715,OUTAGAMIE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Medical Group Livonia Family Medicine Associates,Ascension Michigan,MIDET,33523 WEST 8 MILE ROAD,SUITE M2,LIVONIA,MI,48152,248-824-2675,NULL,Outpatient Clinic,NULL,ACTIVE
Ascension St. Michael's at Maria Drive,NULL,WIAPP,3398 E.  MARIA DRIVE,NULL,STEVENS POINT,WI,54481,715-341-7441,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Psychiatry at Maria Drive,NULL,WIAPP,3398 E.  MARIA DRIVE,NULL,STEVENS POINT,WI,54481,715-341-7441,PORTAGE,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Eagleville - Family Health Center,Ascension Tennessee,TNNAS,341 SOUTH MAIN STREET,NULL,EAGLEVILLE,TN,37060,615-274-6207,RUTHERFORD,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Medical Partners - Eagleville,Ascension Tennessee,TNNAS,341 SOUTH MAIN STREET,NULL,EAGLEVILLE,TN,37060,615-274-6207,NULL,Outpatient Clinic,Ascension Medical Group,ACTIVE
Saint Thomas Heart - Ashland City,Ascension Tennessee,TNNAS,342 FREY STREET,NULL,ASHLAND CITY,TN,37015,615-329-5144,CHEATHAM,Outpatient Clinic,Ascension Medical Group,ACTIVE
Ascension Laboratory - Merrill,NULL,WIAPP,3430 E. MAIN,NULL,MERRILL,WI,54452,715-804-7500,LINCOLN,Outpatient Clinic,Ascension Enterprise,ACTIVE
Ascension Nephrology - Merrill,NULL,WIAPP,3430 E. MAIN,NULL,MERRILL,WI,54452,715-804-7500,LINCOLN,Outpatient Clinic,Ascension Medical Group,ACTIVE
